seqname	type	rep1	rep2	rep3
FP009012_LMAN2_3	promoter	7243	8636	10826
FP022162_WDR59_1	promoter	7241	8895	10620
FP024258_RBBP8_2	promoter	7239	8253	10347
FP004392_C2orf69_1	promoter	7237	8063	9593
FP007844_RAD1_2	promoter	7229	8801	10494
FP022317_CBFA2T3_2	promoter	7217	8524	10063
FP004418_NDUFB3_1	promoter	7206	8509	11031
FP007104_COPS4_1	promoter	7199	8213	10358
FP003260_PLEKHH2_1	promoter	7196	8400	10219
FP027564_DOPEY2_1	promoter	7182	9851	11798
FP025252_ANKLE1_3	promoter	7180	8780	10742
FP003593_DNAH6_2	promoter	7179	8610	10685
FP014357_GAD2_3	promoter	7161	8195	10046
FP015235_FANK1_1	promoter	7149	8025	9513
FP023348_MPP2_2	promoter	7147	7928	9441
FP023680_RPS6KB1_1	promoter	7143	8348	10408
FP001100_HHLA3_2	promoter	7138	8339	10155
FP011579_DNAJB9_1	promoter	7128	7984	9961
FP010099_MDN1_1	promoter	7117	8222	10361
FP018184_ZDHHC17_1	promoter	7114	8454	10087
FP012819_TMEM65_1	promoter	7112	8532	10252
FP027600_PSMG1_1	promoter	7111	7984	9314
FP012673_RIDA_1	promoter	7106	7922	9480
FP028998_RPS4X_1	promoter	7099	8482	11457
FP016956_USP2_1	promoter	7090	8080	10635
FP005926_ALG1L_2	promoter	7082	8023	9908
FP007718_FRG1_1	promoter	7077	8002	10054
FP023446_ITGB3_2	promoter	7075	8558	10859
FP009359_GNL1_3	promoter	7055	8119	9690
FP010001_EEF1A1_1	promoter	7041	8480	10694
FP006164_SIAH2_2	promoter	7041	7896	9552
FP028719_ATP6AP2_1	promoter	7034	8595	10448
FP025937_PPP1R37_1	promoter	7032	8508	10199
FP024580_RBFA_5	promoter	7023	8131	10186
FP010872_CHN2_3	promoter	7023	8153	10486
FP011053_SEC61G_1	promoter	7013	8186	10378
FP027003_TGIF2_5	promoter	7005	9018	10914
FP007976_PLPP1_1	promoter	7004	8347	10219
FP009152_RIOK1_2	promoter	6993	8195	10425
FP023655_TEX14_4	promoter	6989	9970	12392
FP001549_GDAP2_1	promoter	6989	8387	10585
FP017842_HOXC9_2	promoter	6979	8704	9559
FP018467_TMEM116_3	promoter	6973	7965	9321
FP017616_ASB8_1	promoter	6970	8094	10809
FP008030_CENPK_1	promoter	6965	8470	10358
FP022263_ZDHHC7_1	promoter	6953	8554	10411
FP009544_EGFL8_4	promoter	6947	8006	9757
FP015367_TSPAN4_2	promoter	6943	8387	10138
FP013477_IARS_1	promoter	6936	8035	9206
FP020903_EFL1_1	promoter	6921	8621	10047
FP009758_FRS3_1	promoter	6918	8013	10180
FP012209_DPYSL2_2	promoter	6914	7577	9109
FP011433_TSC22D4_2	promoter	6912	8116	10464
FP003524_MTHFD2_1	promoter	6900	8243	10172
FP000935_BTF3L4_1	promoter	6900	8464	10046
FP007543_GLRB_1	promoter	6897	7955	9577
FP024403_MYO5B_5	promoter	6894	8259	10013
FP005418_HYAL2_1	promoter	6894	8445	10422
FP020749_PARP6_1	promoter	6892	7814	9188
FP005195_NKTR_2	promoter	6881	8026	9985
FP001809_CRTC2_1	promoter	6864	8021	9907
FP022441_ATP2A3_2	promoter	6855	8116	9856
FP015345_EPS8L2_2	promoter	6850	8186	9576
FP028335_NAGA_1	promoter	6836	8362	10355
FP028852_MAGED4_1	promoter	6828	8206	9920
FP007947_PARP8_1	promoter	6826	8482	10519
FP019074_TGDS_1	promoter	6820	7857	9786
FP015319_PTDSS2_2	promoter	6819	7670	9240
FP003797_RGPD4_1	promoter	6813	8338	9587
FP028474_CPT1B_1	promoter	6807	7846	9995
FP025834_PAFAH1B3_2	promoter	6797	8009	9804
FP012463_MYBL1_1	promoter	6797	8332	9839
FP003779_TMEM182_4	promoter	6797	7749	10225
FP014163_ZMYND11_2	promoter	6793	7891	9786
FP018489_RITA1_2	promoter	6792	8187	9511
FP026218_JOSD2_3	promoter	6782	7916	9970
FP008001_PDE4D_1	promoter	6778	8025	9372
FP024224_AFG3L2_1	promoter	6777	7911	9288
FP023543_SPOP_1	promoter	6777	8119	9298
FP028762_CDK16_2	promoter	6769	8151	10450
FP016654_C11orf54_1	promoter	6761	8547	10456
FP027924_SPECC1L_4	promoter	6757	7641	8994
FP028216_DDX17_1	promoter	6756	8009	9944
FP000485_PIGV_3	promoter	6755	8025	10237
FP010359_BCLAF1_1	promoter	6752	7962	9605
FP016427_ANO1_5	promoter	6748	8007	10144
FP020143_BRF1_3	promoter	6741	7798	8972
FP006694_BOD1L1_1	promoter	6740	7812	9210
FP027288_VAPB_1	promoter	6733	7658	8940
FP023950_UBE2O_2	promoter	6728	8364	10096
FP015619_PLEKHA7_3	promoter	6727	8106	9599
FP011009_ZMIZ2_2	promoter	6720	7955	9400
FP015334_PHRF1_1	promoter	6715	8210	10676
FP001799_INTS3_1	promoter	6696	7919	9967
FP013723_COL27A1_1	promoter	6693	8224	10370
FP027400_LIME1_1	promoter	6668	7624	9534
FP010461_ULBP3_2	promoter	6668	8000	9980
FP022375_INPP5K_1	promoter	6661	8070	9261
FP026579_ZNF584_2	promoter	6659	7788	9473
FP015356_RPLP2_2	promoter	6656	7937	9211
FP007279_SGMS2_1	promoter	6650	8123	9977
FP017717_GALNT6_2	promoter	6649	8198	9798
FP004900_CAMK1_1	promoter	6644	7764	9779
FP013329_CBWD3_1	promoter	6635	7920	9466
FP005397_RBM6_2	promoter	6631	7911	9721
FP014678_AGAP5_1	promoter	6628	7666	9124
FP008027_SREK1IP1_1	promoter	6628	8154	10672
FP013284_ZCCHC7_1	promoter	6623	8206	10341
FP001895_FAM189B_3	promoter	6618	8114	9597
FP012873_CHRAC1_1	promoter	6617	7739	9005
FP000802_ATP6V0B_1	promoter	6615	8100	9364
FP027411_DNAJC5_1	promoter	6610	7480	8934
FP004832_PASK_1	promoter	6605	7498	9628
FP028878_PHF8_3	promoter	6598	7576	9134
FP014519_SGMS1_6	promoter	6581	7606	9586
FP011199_PHTF2_1	promoter	6576	7826	9265
FP009303_ZNF322_1	promoter	6565	7893	9319
FP016580_KCTD21_1	promoter	6554	7757	9125
FP027009_NDRG3_1	promoter	6549	7855	9234
FP002207_KIFAP3_1	promoter	6547	7939	9932
FP016398_ALDH3B1_2	promoter	6531	7879	9463
FP004793_ESPNL_1	promoter	6529	7799	9505
FP008667_PCDHGB7_2	promoter	6527	7600	9178
FP001461_OVGP1_1	promoter	6525	7627	9206
FP012860_ZFAT_3	promoter	6512	7688	8934
FP020328_EXD1_1	promoter	6509	7977	9717
FP017620_CCNT1_1	promoter	6506	7667	9182
FP008572_EIF4EBP3_1	promoter	6483	7570	8707
FP009985_KCNQ5_2	promoter	6481	8076	10392
FP002484_ATP2B4_1	promoter	6480	7634	9326
FP015506_DNHD1_3	promoter	6478	7458	8993
FP013697_FKBP15_1	promoter	6474	7779	9417
FP004513_UNC80_1	promoter	6469	7875	9381
FP006259_NMD3_1	promoter	6466	7509	9670
FP001460_PIFO_2	promoter	6466	7582	8947
FP010377_ARFGEF3_1	promoter	6464	7443	8623
FP023114_LHX1_1	promoter	6456	7748	9495
FP022368_TIMM22_1	promoter	6449	7845	9984
FP028704_SYTL5_6	promoter	6444	7938	9603
FP001979_SH2D2A_1	promoter	6438	7625	9564
FP016165_FKBP2_1	promoter	6435	7836	9174
FP022580_ELP5_1	promoter	6432	7193	8988
FP004996_XPC_1	promoter	6431	7620	9598
FP026097_TULP2_1	promoter	6427	7732	9419
FP025728_PRX_1	promoter	6411	7715	8979
FP020404_SERINC4_1	promoter	6396	7518	8736
FP010742_TSPAN13_2	promoter	6396	7794	9373
FP006076_COPB2_1	promoter	6395	7188	8763
FP001334_SLC35A3_1	promoter	6394	7867	9448
FP007953_PELO_1	promoter	6377	7526	9838
FP023519_UBE2Z_1	promoter	6366	8169	9659
FP006624_HTT_2	promoter	6359	7519	9092
FP006224_GFM1_1	promoter	6350	7222	8769
FP000462_STMN1_1	promoter	6350	7207	8433
FP008467_CDKN2AIPNL_1	promoter	6346	7212	8511
FP027227_PARD6B_1	promoter	6345	7300	8356
FP025381_ATP13A1_2	promoter	6341	7210	8841
FP005503_GLT8D1_1	promoter	6322	7919	9697
FP017565_CNTN1_1	promoter	6308	7385	9116
FP026832_NAA20_1	promoter	6304	7332	8626
FP018226_CEP290_1	promoter	6297	7645	9361
FP014533_ZWINT_1	promoter	6297	7127	8780
FP005128_PDCD6IP_2	promoter	6297	7444	9241
FP005307_NME6_1	promoter	6294	7565	9185
FP021410_SOCS1_1	promoter	6288	7653	9108
FP022831_PEMT_3	promoter	6274	6975	8096
FP001210_SH3GLB1_2	promoter	6273	6829	8106
FP019637_SIX1_1	promoter	6271	7579	8811
FP020030_BDKRB2_1	promoter	6269	7647	9878
FP012412_TGS1_3	promoter	6266	9765	11866
FP009981_RIMS1_2	promoter	6263	6971	7713
FP012752_KCNV1_3	promoter	6252	7426	8857
FP006721_PACRGL_1	promoter	6247	7235	9042
FP005187_TRAK1_3	promoter	6246	7206	8948
FP003882_DBI_1	promoter	6245	7157	8885
FP015435_NAP1L4_1	promoter	6239	7724	8992
FP019200_TFDP1_2	promoter	6230	6806	8304
FP013175_APTX_1	promoter	6228	7320	9102
FP011967_LMBR1_1	promoter	6227	7494	8638
FP008451_HSPA4_1	promoter	6226	7291	9011
FP028633_EIF1AX_1	promoter	6224	7447	9187
FP014319_MLLT10_4	promoter	6208	6970	8404
FP006793_RPL9_1	promoter	6205	7625	9359
FP016942_CCDC153_1	promoter	6201	7333	9081
FP025424_POP4_1	promoter	6199	7181	8719
FP006147_WWTR1_1	promoter	6195	7492	9398
FP027255_PFDN4_1	promoter	6193	7041	9203
FP003223_RMDN2_2	promoter	6191	7392	9268
FP014646_SPOCK2_1	promoter	6189	6982	8420
FP002219_PRRC2C_1	promoter	6184	7257	9216
FP010613_DNAAF5_2	promoter	6179	7398	9116
FP003534_RTKN_2	promoter	6171	7940	9322
FP005365_GPX1_1	promoter	6166	6827	8600
FP016250_DPF2_1	promoter	6164	6914	8200
FP020646_PLEKHO2_3	promoter	6162	7286	8913
FP026813_RBBP9_2	promoter	6161	7579	9042
FP016282_EFEMP2_2	promoter	6161	7279	9172
FP022178_CHST5_2	promoter	6152	7189	8678
FP018066_FAM19A2_3	promoter	6151	7342	8653
FP015148_PRDX3_1	promoter	6149	7186	9146
FP019061_RBM26_1	promoter	6144	7959	10718
FP017526_DDX11_2	promoter	6133	7251	8815
FP016284_EFEMP2_3	promoter	6130	7614	9399
FP002963_ADAM17_1	promoter	6121	7409	8569
FP025726_PLD3_2	promoter	6114	6940	8357
FP019718_EIF2S1_2	promoter	6114	7140	8993
FP027507_SYNJ1_3	promoter	6113	7264	8762
FP006416_SENP2_1	promoter	6107	7342	8998
FP020767_CD276_2	promoter	6105	7091	8854
FP011253_STEAP2_2	promoter	6095	7411	9173
FP028498_ZBED1_4	promoter	6072	7455	8686
FP012797_DERL1_1	promoter	6059	7173	9119
FP024883_ARHGEF18_2	promoter	6055	7242	9110
FP003548_PCGF1_1	promoter	6047	6577	7966
FP028698_DYNLT3_1	promoter	6041	7523	9494
FP019553_TXNDC16_1	promoter	6041	9426	11189
FP009179_TMEM14C_1	promoter	6041	6856	8186
FP016336_RBM4_1	promoter	6040	6812	8851
FP011216_PCLO_1	promoter	6036	6999	8973
FP010135_HACE1_3	promoter	6034	6871	8110
FP024215_GNAL_2	promoter	6032	6797	8914
FP021433_MKL2_2	promoter	6028	7352	8657
FP022359_VPS53_1	promoter	6027	7009	8450
FP006507_TCTEX1D2_1	promoter	6027	6935	8178
FP001695_PSMD4_1	promoter	6023	7431	9352
FP009483_SAPCD1_4	promoter	6020	7102	9089
FP000496_TRNP1_2	promoter	6014	7209	8506
FP023296_MLX_1	promoter	6008	6944	8563
FP012695_PABPC1_1	promoter	6004	7353	9095
FP014759_BMPR1A_2	promoter	6001	7750	9679
FP019782_ZFYVE1_1	promoter	5996	7153	8667
FP004659_RHBDD1_1	promoter	5983	7078	8160
FP024940_ZNF266_1	promoter	5980	7045	8731
FP008222_RHOBTB3_4	promoter	5970	6945	9187
FP013273_TMEM8B_2	promoter	5967	7252	8658
FP011426_ZCWPW1_1	promoter	5966	7289	9022
FP024419_ME2_1	promoter	5965	7023	8373
FP023930_CDK3_3	promoter	5952	6834	8436
FP016735_MSANTD4_2	promoter	5946	7138	8705
FP016022_PPP1R32_2	promoter	5944	7156	8521
FP006700_FAM200B_1	promoter	5938	7465	9832
FP001952_SMG5_2	promoter	5929	6884	8334
FP024093_MYADML2_2	promoter	5926	6682	7919
FP014620_AIFM2_3	promoter	5926	7094	8225
FP006159_EIF2A_1	promoter	5920	7109	8545
FP005509_NEK4_2	promoter	5920	6980	8840
FP019285_AJUBA_3	promoter	5914	7042	8461
FP027040_RALGAPB_1	promoter	5906	6979	8511
FP021619_EIF3C_1	promoter	5906	6650	8130
FP019642_SLC38A6_2	promoter	5900	6961	8334
FP000503_SYTL1_1	promoter	5891	7064	8807
FP007540_PDGFC_2	promoter	5888	6837	8468
FP028037_MTFP1_4	promoter	5882	7102	8295
FP015579_ZBED5_1	promoter	5882	6686	8093
FP026138_TEAD2_3	promoter	5881	6969	8342
FP002793_TRIM67_1	promoter	5881	6749	8262
FP008976_NOP16_2	promoter	5878	7283	8452
FP014355_GAD2_4	promoter	5867	6977	8652
FP020647_ANKDD1A_2	promoter	5863	7046	8385
FP018951_RCBTB2_1	promoter	5859	7027	8412
FP014928_HPS1_1	promoter	5859	6909	8833
FP010379_CCDC28A_1	promoter	5857	7410	9277
FP019550_NID2_2	promoter	5855	6964	8784
FP013320_CBWD6_1	promoter	5855	6715	7739
FP022275_IRF8_2	promoter	5849	6601	7989
FP023309_RAMP2_1	promoter	5848	6703	7959
FP012742_NUDCD1_1	promoter	5846	6959	8775
FP010084_PNRC1_1	promoter	5844	6979	8566
FP010114_GPR63_1	promoter	5843	6953	8337
FP002234_TNFSF4_3	promoter	5837	7378	9207
FP020210_OTUD7A_2	promoter	5835	7001	8168
FP007305_PITX2_2	promoter	5830	7078	8268
FP014636_UNC5B_1	promoter	5829	6982	7850
FP000548_PTPRU_1	promoter	5829	6767	7930
FP008204_LYSMD3_1	promoter	5810	6758	8585
FP019702_MAX_2	promoter	5808	7124	8906
FP018571_ANAPC5_1	promoter	5808	7055	8109
FP022006_FHOD1_1	promoter	5806	6931	8527
FP024381_HDHD2_1	promoter	5799	7234	9244
FP003579_GCFC2_1	promoter	5799	7181	8636
FP003720_ACTR1B_1	promoter	5793	6656	8306
FP020468_GALK2_1	promoter	5788	6972	8801
FP013940_USP20_1	promoter	5786	7047	8186
FP009320_ZKSCAN4_2	promoter	5778	6732	8394
FP001103_ANKRD13C_2	promoter	5775	6826	8558
FP008693_KIAA0141_1	promoter	5769	6501	7734
FP012535_PEX2_1	promoter	5766	6783	7844
FP004151_PHOSPHO2_1	promoter	5757	7064	8519
FP010707_GLCCI1_1	promoter	5755	7091	8679
FP021040_VPS33B_1	promoter	5752	6789	8857
FP005025_DPH3_1	promoter	5744	6595	7945
FP005925_OSBPL11_1	promoter	5743	8604	10319
FP003988_UBXN4_1	promoter	5737	7002	8736
FP006125_PLSCR1_1	promoter	5736	6987	8864
FP025543_ARHGAP33_1	promoter	5734	6613	7983
FP003007_VSNL1_2	promoter	5733	6543	7758
FP019743_EXD2_3	promoter	5726	6668	8085
FP006820_SLC30A9_1	promoter	5724	6832	8776
FP026953_GGT7_1	promoter	5723	6688	7921
FP008348_SRFBP1_1	promoter	5719	7138	8818
FP017967_GLS2_2	promoter	5711	6305	7656
FP019807_FAM161B_1	promoter	5708	6404	7773
FP013148_ELAVL2_1	promoter	5693	6946	8161
FP006252_TRIM59_3	promoter	5692	6395	7820
FP020595_BNIP2_1	promoter	5688	6685	7889
FP007555_C4orf46_1	promoter	5676	6896	8734
FP007722_CCDC127_1	promoter	5669	6254	7448
FP019363_RNF31_4	promoter	5668	6541	8148
FP019276_LRP10_1	promoter	5668	6584	8022
FP008072_OCLN_2	promoter	5661	6512	7962
FP002728_PYCR2_1	promoter	5660	6844	8168
FP020224_FMN1_3	promoter	5656	6700	8742
FP009661_MAPK14_1	promoter	5656	6705	8359
FP027539_MRPS6_1	promoter	5653	6779	7855
FP027362_TCFL5_2	promoter	5652	6890	8440
FP001341_SASS6_1	promoter	5651	6722	8539
FP004723_NGEF_2	promoter	5650	6995	8371
FP016592_RAB30_1	promoter	5645	6651	8519
FP010537_WTAP_2	promoter	5644	6363	7677
FP006139_HLTF_1	promoter	5632	6505	8168
FP024656_NDUFS7_2	promoter	5626	6638	8099
FP003506_CCT7_1	promoter	5624	6670	8173
FP021518_DCUN1D3_4	promoter	5621	6611	7641
FP018901_EPSTI1_1	promoter	5615	6696	8487
FP017687_COX14_2	promoter	5615	6775	8451
FP007926_ZNF131_3	promoter	5615	6770	7535
FP020944_SEC11A_1	promoter	5603	6968	8147
FP009822_POLH_1	promoter	5603	6628	8103
FP005174_EIF1B_1	promoter	5600	6368	8134
FP024034_ENDOV_2	promoter	5590	6375	7612
FP001838_IL6R_1	promoter	5578	6895	8262
FP027827_MED15_1	promoter	5577	6448	7922
FP016470_PDE2A_1	promoter	5577	6411	7617
FP023195_NR1D1_2	promoter	5571	6340	7857
FP009180_TMEM14B_1	promoter	5569	6369	7506
FP027579_TTC3_1	promoter	5563	8086	9489
FP007740_BRD9_3	promoter	5560	6417	7879
FP002366_TPR_2	promoter	5560	6296	8255
FP022788_CDRT1_2	promoter	5553	6215	7830
FP001257_ZNF644_2	promoter	5552	6810	8525
FP012510_RDH10_2	promoter	5550	6288	7702
FP010031_IBTK_1	promoter	5541	6548	8070
FP023514_TTLL6_3	promoter	5522	6477	7881
FP027823_SCARF2_2	promoter	5521	6348	7460
FP027822_ZNF74_1	promoter	5521	6193	7575
FP022807_TRPV2_2	promoter	5516	6770	8119
FP011985_ZNF596_3	promoter	5514	6704	7895
FP026068_RPL18_1	promoter	5504	6696	7722
FP010889_GGCT_1	promoter	5503	6697	8621
FP029372_MMGT1_2	promoter	5501	6011	6818
FP016512_PPME1_1	promoter	5499	6568	8019
FP001853_SHC1_2	promoter	5499	6264	7746
FP002138_HSD17B7_1	promoter	5494	6733	8197
FP015075_SMNDC1_1	promoter	5491	6325	7938
FP022662_DNAH2_1	promoter	5485	8165	9644
FP021467_RPS15A_1	promoter	5478	6722	8429
FP009611_CUTA_2	promoter	5478	6496	7775
FP005306_ZNF589_1	promoter	5471	6359	8098
FP015882_C1QTNF4_1	promoter	5470	6211	7698
FP015692_CCDC34_1	promoter	5470	6853	8055
FP027190_ZNFX1_2	promoter	5469	6511	7586
FP003565_LOXL3_2	promoter	5456	6434	7763
FP006753_RBPJ_3	promoter	5452	6488	7792
FP012186_SLC25A37_1	promoter	5446	6566	7947
FP023659_TRIM37_3	promoter	5425	5945	7217
FP002760_GJC2_2	promoter	5409	6556	8201
FP015925_CLP1_1	promoter	5401	6039	7598
FP001823_TPM3_1	promoter	5401	6180	7460
FP021695_DOC2A_1	promoter	5399	6355	7082
FP009821_XPO5_1	promoter	5397	6130	7067
FP020373_LRRC57_1	promoter	5392	6145	7003
FP005398_RBM6_1	promoter	5391	6404	7716
FP025454_PEPD_1	promoter	5390	5905	7206
FP013448_SPIN1_4	promoter	5389	6366	8020
FP014934_SLC25A28_2	promoter	5388	6440	7775
FP015578_EIF4G2_2	promoter	5387	6211	7439
FP010976_COA1_1	promoter	5387	6500	7845
FP000269_AGMAT_1	promoter	5386	6359	7748
FP008727_RBM27_5	promoter	5382	6709	8547
FP027518_IL10RB_1	promoter	5381	6292	7509
FP027606_WRB_1	promoter	5373	6748	8166
FP008051_PIK3R1_3	promoter	5372	6687	8778
FP004681_TRIP12_4	promoter	5371	6236	7909
FP016365_CLCF1_3	promoter	5369	6363	7482
FP003604_RETSAT_1	promoter	5369	6065	7458
FP018679_MMP17_1	promoter	5361	6379	7607
FP004687_SP140L_2	promoter	5361	6298	7445
FP021637_LAT_3	promoter	5360	6045	7132
FP016383_AIP_2	promoter	5359	6597	8239
FP017214_MLF2_1	promoter	5357	6132	7069
FP009792_PEX6_1	promoter	5357	6469	7855
FP009166_SLC35B3_1	promoter	5357	7051	8532
FP029365_ZNF449_1	promoter	5347	6471	7649
FP023115_AATF_1	promoter	5347	6410	7747
FP015713_ELP4_1	promoter	5345	6268	7503
FP008633_TAF7_1	promoter	5330	6615	8431
FP009287_HIST1H2BD_1	promoter	5328	7497	9520
FP002258_CACYBP_1	promoter	5314	6375	7550
FP014672_PPP3CB_2	promoter	5311	6097	7538
FP009203_TBC1D7_1	promoter	5311	6297	7710
FP009688_C6orf89_1	promoter	5301	6759	8079
FP017239_C12orf57_1	promoter	5299	6022	7961
FP018001_NDUFA4L2_2	promoter	5296	5986	7432
FP005604_ATXN7_7	promoter	5292	6119	7526
FP024858_CRB3_4	promoter	5287	6286	7791
FP006897_PDGFRA_9	promoter	5283	6149	7325
FP013044_CDC37L1_1	promoter	5281	6254	7832
FP007566_NAF1_1	promoter	5281	6284	7740
FP011655_IQUB_1	promoter	5275	5745	7784
FP010459_RAET1L_2	promoter	5271	6394	8474
FP010375_TNFAIP3_2	promoter	5266	6434	8368
FP002342_RGL1_3	promoter	5258	6130	7144
FP012170_TNFRSF10C_2	promoter	5257	5914	7393
FP019900_FLRT2_1	promoter	5251	6505	8034
FP026050_CCDC114_1	promoter	5240	6551	7811
FP023878_SLC16A5_1	promoter	5229	6105	7087
FP016471_ARAP1_1	promoter	5229	6098	7562
FP023072_AP2B1_2	promoter	5225	6105	7615
FP008183_XRCC4_1	promoter	5225	6488	8180
FP014669_PPP3CB_1	promoter	5222	5964	7496
FP010212_HDAC2_1	promoter	5221	6098	7431
FP009165_EEF1E1_1	promoter	5220	23573	23321
FP021088_LRRK1_3	promoter	5219	6182	7796
FP009846_HSP90AB1_1	promoter	5219	6353	7945
FP007474_SLC10A7_1	promoter	5219	5933	7159
FP028764_USP11_1	promoter	5216	6189	7616
FP005003_FGD5_2	promoter	5213	5599	6974
FP026876_FAM182B_1	promoter	5212	6208	7339
FP011332_NPTX2_2	promoter	5212	6226	7876
FP007029_MTHFD2L_1	promoter	5210	6413	7292
FP025813_ATP1A3_4	promoter	5205	5918	7146
FP006301_RPL22L1_1	promoter	5200	6046	7255
FP023778_CEP112_3	promoter	5196	6099	7795
FP019977_UBR7_1	promoter	5187	6382	7820
FP005296_ELP6_1	promoter	5187	5998	6948
FP028262_SYNGR1_2	promoter	5185	6363	7997
FP008714_KCTD16_4	promoter	5174	6083	7425
FP027082_PKIG_1	promoter	5164	6301	7313
FP018540_PXN_2	promoter	5158	6009	7836
FP021002_CIB1_2	promoter	5154	6398	7391
FP019498_MIS18BP1_1	promoter	5150	6001	7660
FP015885_AGBL2_1	promoter	5150	6346	7665
FP010091_UBE2J1_2	promoter	5143	6184	7409
FP006788_WDR19_1	promoter	5138	5839	6940
FP026572_ZSCAN22_1	promoter	5134	6054	7119
FP019262_TOX4_1	promoter	5128	6173	7344
FP010565_SFT2D1_1	promoter	5125	6041	7279
FP017718_SLC4A8_2	promoter	5116	6495	8353
FP019610_PSMA3_1	promoter	5113	6061	7727
FP021472_COQ7_1	promoter	5110	5983	7364
FP014141_TUBB4B_1	promoter	5109	6062	7823
FP016583_GAB2_2	promoter	5108	6102	7623
FP013324_ANKRD20A4_1	promoter	5104	6066	7459
FP010787_FAM126A_1	promoter	5099	6035	7259
FP012481_SULF1_5	promoter	5097	6293	7860
FP004543_RPL37A_1	promoter	5096	6080	7572
FP028208_CSNK1E_3	promoter	5094	6265	7564
FP028707_RPGR_1	promoter	5092	5995	7152
FP019062_NDFIP2_1	promoter	5089	6369	7771
FP009550_RNF5_1	promoter	5089	6055	7495
FP020480_USP8_1	promoter	5086	5946	7631
FP015147_EIF3A_2	promoter	5082	5794	7673
FP012760_RAD21_1	promoter	5070	5928	7734
FP009420_NFKBIL1_1	promoter	5069	6060	7468
FP001098_SRSF11_1	promoter	5064	6029	7468
FP018601_DIABLO_1	promoter	5063	5756	6962
FP004910_ARPC4_8	promoter	5055	5711	7031
FP012963_SHARPIN_1	promoter	5052	5989	7178
FP003865_CBWD2_1	promoter	5050	5793	6880
FP024963_PPAN_1	promoter	5045	5779	7075
FP016896_UBE4A_1	promoter	5023	6029	7360
FP019727_VTI1B_2	promoter	5021	6162	6847
FP028408_GTSE1_3	promoter	5020	5997	6777
FP016323_DPP3_1	promoter	5020	6007	7187
FP015346_DEAF1_2	promoter	5014	5792	7144
FP001941_SEMA4A_2	promoter	5014	5963	7519
FP005530_RFT1_1	promoter	5013	6142	7872
FP008707_NR3C1_1	promoter	5010	5717	6441
FP001770_S100A4_1	promoter	5004	5763	7094
FP021078_ADAMTS17_1	promoter	4996	6027	7685
FP001295_BCAR3_6	promoter	4990	6338	8059
FP024881_ARHGEF18_1	promoter	4989	5730	6795
FP001459_PIFO_1	promoter	4988	6047	7724
FP000037_SSU72_1	promoter	4985	5764	6962
FP018890_MTRF1_1	promoter	4983	5920	7382
FP019335_THTPA_1	promoter	4974	5765	7095
FP013006_ZNF517_1	promoter	4970	6109	6937
FP002776_NUP133_1	promoter	4968	5825	6832
FP005517_ITIH4_1	promoter	4967	5774	7438
FP004399_SPATS2L_1	promoter	4964	6391	8109
FP024239_RNMT_1	promoter	4960	5817	6965
FP012722_RIMS2_2	promoter	4952	5715	7119
FP015509_TAF10_1	promoter	4951	5743	7106
FP005146_DLEC1_1	promoter	4948	5932	7342
FP025588_ZNF382_3	promoter	4942	6135	7561
FP001791_S100A13_3	promoter	4940	6447	7555
FP017634_ARF3_2	promoter	4938	5536	6708
FP018368_C12orf45_1	promoter	4930	5676	6996
FP015726_WT1_4	promoter	4918	5945	7048
FP001332_AGL_5	promoter	4918	5960	7150
FP001513_DCLRE1B_1	promoter	4917	5753	6859
FP016485_P2RY2_1	promoter	4916	5945	7142
FP011427_MEPCE_2	promoter	4912	5871	7093
FP019975_TMEM251_2	promoter	4911	5590	6852
FP007614_HMGB2_1	promoter	4908	5596	7075
FP004537_XRCC5_1	promoter	4906	5750	7196
FP014644_CHST3_1	promoter	4905	6632	8021
FP022725_MYH10_2	promoter	4902	5677	6698
FP019667_ESR2_3	promoter	4902	5747	7042
FP000201_MTOR_1	promoter	4902	5719	7401
FP028542_MID1_5	promoter	4901	6174	7533
FP027139_TNNC2_3	promoter	4901	5680	6853
FP010664_GNA12_2	promoter	4901	5734	6678
FP017778_IGFBP6_2	promoter	4898	5394	6252
FP016040_FADS2_3	promoter	4898	5933	7178
FP026927_SNTA1_2	promoter	4896	5457	6296
FP026894_TTLL9_3	promoter	4896	6165	7707
FP003035_UBXN2A_2	promoter	4886	5540	6341
FP008212_KIAA0825_1	promoter	4885	5920	7372
FP000299_MFAP2_2	promoter	4885	5996	7428
FP001928_SSR2_1	promoter	4884	5970	7918
FP003105_KHK_3	promoter	4878	5247	6424
FP016156_DNAJC4_4	promoter	4868	5672	6927
FP003151_RBKS_1	promoter	4863	5734	7185
FP015210_FAM53B_11	promoter	4862	5862	7285
FP010963_MPLKIP_1	promoter	4862	6091	7801
FP003561_LOXL3_3	promoter	4858	5658	6894
FP014963_PAX2_1	promoter	4855	5373	6254
FP020153_MTA1_5	promoter	4853	5788	7398
FP029564_IKBKG_2	promoter	4850	5658	6257
FP022327_RPL13_2	promoter	4849	5687	6750
FP011478_CLDN15_1	promoter	4848	5727	6909
FP009526_ATF6B_1	promoter	4847	5586	6789
FP018112_CAND1_1	promoter	4844	5806	7677
FP015447_NUP98_1	promoter	4844	5683	7034
FP020619_HERC1_1	promoter	4843	5638	6989
FP020937_ZSCAN2_1	promoter	4842	5843	6703
FP026613_CSNK2A1_1	promoter	4841	5558	7147
