seqname	type	rep1	rep2	rep3
FP007961_NDUFS4_1	promoter	5	8	3
FP007866_RANBP3L_1	promoter	5	9	3
FP007827_ZFR_1	promoter	5	4	8
FP007127_ARHGAP24_4	promoter	5	21	38
FP007100_SEC31A_1	promoter	5	9	6
FP006622_NOP14_1	promoter	5	8	15
FP006535_LRCH3_1	promoter	5	9	11
FP006150_RNF13_2	promoter	5	11	9
FP006110_PCOLCE2_1	promoter	5	9	9
FP006025_NPHP3_1	promoter	5	15	7
FP005968_RPN1_1	promoter	5	11	7
FP005738_PCNP_1	promoter	5	16	13
FP005663_SHQ1_1	promoter	5	5	10
FP005356_USP19_1	promoter	5	16	15
FP005168_SLC25A38_1	promoter	5	8	13
FP005037_TBC1D5_2	promoter	5	9	1
FP004895_MTMR14_1	promoter	5	8	23
FP004878_BHLHE40_2	promoter	5	21	14
FP004842_FARP2_1	promoter	5	8	4
FP004388_SATB2_1	promoter	5	9	16
FP004289_PDE1A_2	promoter	5	10	12
FP004118_SCN2A_3	promoter	5	6	9
FP004012_MBD5_1	promoter	5	17	13
FP003992_DARS_2	promoter	5	10	13
FP003951_ARHGEF4_2	promoter	5	7	3
FP003514_TPRKB_1	promoter	5	10	3
FP003220_PRKD3_1	promoter	5	9	9
FP002990_GREB1_3	promoter	5	6	7
FP002950_CMPK2_2	promoter	5	13	21
FP002707_FBXO28_1	promoter	5	9	2
FP002559_IKBKE_2	promoter	5	10	22
FP002426_TMEM9_1	promoter	5	2	4
FP002361_SWT1_2	promoter	5	10	8
FP002288_TOR3A_1	promoter	5	9	6
FP002152_MGST3_3	promoter	5	9	4
FP001806_DENND4B_2	promoter	5	3	8
FP001645_APH1A_4	promoter	5	2	16
FP001411_CYB561D1_1	promoter	5	11	9
FP001392_GPSM2_2	promoter	5	10	4
FP001065_LEPROT_2	promoter	5	6	17
FP000951_ECHDC2_1	promoter	5	5	2
FP000869_UQCRH_1	promoter	5	3	12
FP000815_DMAP1_2	promoter	5	11	3
FP000761_P3H1_1	promoter	5	15	22
FP000753_PPCS_1	promoter	5	19	17
FP000681_C1orf122_1	promoter	5	2	12
FP000670_GNL2_1	promoter	5	1	1
FP000600_YARS_2	promoter	5	4	5
FP000314_ARHGEF10L_2	promoter	5	7	8
FP000267_CASP9_3	promoter	5	6	15
FP000228_KIAA2013_1	promoter	5	16	20
FP029402_LDOC1_1	promoter	4	6	13
FP029290_STAG2_2	promoter	4	9	22
FP029217_ALG13_1	promoter	4	7	10
FP029171_MORC4_2	promoter	4	5	8
FP029083_TIMM8A_1	promoter	4	3	19
FP028914_KLF8_5	promoter	4	4	9
FP028850_MAGED1_1	promoter	4	2	10
FP028613_RAI2_1	promoter	4	20	10
FP028602_CTPS2_1	promoter	4	6	8
FP028477_CHKB_3	promoter	4	5	5
FP028442_TUBGCP6_1	promoter	4	6	7
FP028377_PRR5_5	promoter	4	9	9
FP028267_MGAT3_4	promoter	4	10	16
FP028098_RTCB_1	promoter	4	20	14
FP028085_DEPDC5_8	promoter	4	10	7
FP027543_SMIM11A_1	promoter	4	2	7
FP027455_JAM2_2	promoter	4	4	5
FP027374_CHRNA4_2	promoter	4	2	4
FP027304_NPEPL1_7	promoter	4	9	2
FP027277_RAE1_1	promoter	4	8	6
FP027006_C20orf24_1	promoter	4	6	5
FP026912_COMMD7_3	promoter	4	6	12
FP026871_NINL_1	promoter	4	6	7
FP026690_LZTS3_1	promoter	4	1	2
FP026644_NSFL1C_1	promoter	4	4	16
FP026610_RBCK1_3	promoter	4	4	19
FP026456_NAT14_2	promoter	4	10	9
FP026011_NPAS1_2	promoter	4	7	10
FP025984_CCDC61_1	promoter	4	3	7
FP025950_CD3EAP_1	promoter	4	2	7
FP025790_B3GNT8_1	promoter	4	10	4
FP025778_TMEM91_4	promoter	4	7	13
FP025743_NUMBL_2	promoter	4	7	7
FP025573_ZNF565_3	promoter	4	11	14
FP025570_CAPNS1_2	promoter	4	3	3
FP025511_DMKN_1	promoter	4	11	23
FP025295_PIK3R2_2	promoter	4	5	5
FP025186_ILVBL_2	promoter	4	6	5
FP025097_DHPS_1	promoter	4	8	4
FP024964_PPAN_2	promoter	4	8	9
FP024658_GAMT_1	promoter	4	5	16
FP024649_CIRBP_1	promoter	4	4	1
FP024454_ATP8B1_1	promoter	4	7	7
FP024408_MBD1_1	promoter	4	5	9
FP024226_PRELID3A_2	promoter	4	12	2
FP024188_PTPRM_1	promoter	4	12	17
FP024119_SECTM1_2	promoter	4	4	8
FP024038_RPTOR_2	promoter	4	17	12
FP024021_TBC1D16_2	promoter	4	14	10
FP023942_RNF157_1	promoter	4	4	1
FP023751_SCN4A_1	promoter	4	14	21
FP023726_MAP3K3_1	promoter	4	11	11
FP023438_GOSR2_2	promoter	4	5	12
FP023408_FMNL1_1	promoter	4	7	5
FP022891_SPECC1_2	promoter	4	7	7
FP022789_TRIM16_2	promoter	4	8	8
FP022444_ZZEF1_2	promoter	4	6	8
FP022322_ZNF778_1	promoter	4	8	8
FP022274_COX4I1_1	promoter	4	12	18
FP022266_GSE1_2	promoter	4	6	8
FP022203_WWOX_1	promoter	4	5	12
FP022173_CFDP1_1	promoter	4	7	4
FP022167_ZFP1_2	promoter	4	18	17
FP022090_VPS4A_3	promoter	4	13	12
FP021916_CCDC102A_1	promoter	4	2	2
FP021702_ALDOA_3	promoter	4	5	5
FP021562_RBBP6_1	promoter	4	2	6
FP021516_LYRM1_3	promoter	4	4	7
FP021464_NOMO2_1	promoter	4	2	8
FP021382_ABAT_1	promoter	4	1	3
FP021248_MLST8_1	promoter	4	12	12
FP021215_SPSB3_3	promoter	4	5	9
FP021170_CCDC78_2	promoter	4	10	7
FP021114_LUC7L_1	promoter	4	6	18
FP021089_LRRK1_1	promoter	4	9	9
FP021007_NGRN_2	promoter	4	5	3
FP020970_HAPLN3_2	promoter	4	5	1
FP020867_PSMA4_1	promoter	4	4	15
FP020817_SIN3A_2	promoter	4	8	15
FP020764_NPTN_1	promoter	4	2	6
FP020611_RAB8B_1	promoter	4	3	10
FP020554_ZNF280D_3	promoter	4	5	6
FP020546_RFX7_1	promoter	4	4	2
FP020481_TRPM7_1	promoter	4	2	6
FP020469_GALK2_2	promoter	4	4	3
FP020274_EIF2AK4_1	promoter	4	4	3
FP020218_SCG5_1	promoter	4	20	9
FP020195_CHRFAM7A_1	promoter	4	9	4
FP020083_ANKRD9_2	promoter	4	5	24
FP019769_MAP3K9_1	promoter	4	11	9
FP019091_FARP1_4	promoter	4	1	4
FP018991_WDFY2_1	promoter	4	4	1
FP018986_FAM124A_2	promoter	4	13	10
FP018933_LRRC63_1	promoter	4	1	9
FP018917_NUFIP1_1	promoter	4	12	12
FP018801_CDX2_1	promoter	4	4	27
FP018533_PRKAB1_1	promoter	4	8	2
FP018526_SUDS3_1	promoter	4	6	14
FP018069_PPM1H_2	promoter	4	6	5
FP018035_ARHGEF25_2	promoter	4	7	4
FP017991_LRP1_4	promoter	4	17	8
FP017924_IKZF4_2	promoter	4	4	8
FP017702_SLC11A2_2	promoter	4	8	8
FP017597_PCED1B_1	promoter	4	12	17
FP017484_BHLHE41_1	promoter	4	8	14
FP017453_KCNJ8_3	promoter	4	9	7
FP017248_C1R_3	promoter	4	6	5
FP017113_RAD52_2	promoter	4	4	4
FP017073_ZBTB44_2	promoter	4	15	12
FP016960_OAF_2	promoter	4	11	10
FP016677_CEP57_1	promoter	4	14	12
FP016537_MAP6_2	promoter	4	6	11
FP016378_CORO1B_1	promoter	4	22	37
FP016300_EIF1AD_2	promoter	4	22	16
FP016140_MARK2_2	promoter	4	12	10
FP015907_SLC43A3_6	promoter	4	9	3
FP015853_C11orf49_1	promoter	4	3	10
FP015846_ZNF408_1	promoter	4	4	11
FP015843_HARBI1_2	promoter	4	9	4
FP015750_CD59_6	promoter	4	13	8
FP015725_WT1_5	promoter	4	6	6
FP015454_RRM1_1	promoter	4	6	12
FP015257_LRRC27_1	promoter	4	6	7
FP015247_PTPRE_2	promoter	4	8	16
FP015166_FGFR2_2	promoter	4	10	17
FP015021_BORCS7_1	promoter	4	7	2
FP014923_GOLGA7B_1	promoter	4	3	4
FP014799_IFIT1_1	promoter	4	2	10
FP014791_FAS_1	promoter	4	12	11
FP014647_SPOCK2_2	promoter	4	7	10
FP014520_SGMS1_4	promoter	4	12	23
FP014464_AGAP4_1	promoter	4	3	6
FP014407_CCDC7_2	promoter	4	5	10
FP014173_WDR37_2	promoter	4	12	23
FP014106_EDF1_1	promoter	4	8	1
FP014042_C9orf116_1	promoter	4	13	6
FP013993_RALGDS_5	promoter	4	16	11
FP013714_RGS3_3	promoter	4	8	2
FP013658_C9orf152_1	promoter	4	7	8
FP013638_FAM206A_3	promoter	4	16	21
FP013481_CENPP_1	promoter	4	14	34
FP013107_CCDC171_1	promoter	4	21	35
FP012979_CPSF1_1	promoter	4	15	1
FP012939_SCRIB_2	promoter	4	13	16
FP012494_XKR9_3	promoter	4	8	5
FP012242_FBXO16_1	promoter	4	10	4
FP011797_MKRN1_1	promoter	4	1	2
FP011747_MTPN_2	promoter	4	2	2
FP011482_COL26A1_1	promoter	4	20	22
FP011454_EPHB4_1	promoter	4	2	1
FP011399_CNPY4_1	promoter	4	4	1
FP011311_DYNC1I1_1	promoter	4	6	1
FP010922_BMPER_3	promoter	4	5	9
FP010866_CHN2_8	promoter	4	10	29
FP010686_PMS2_1	promoter	4	13	28
FP010511_ZDHHC14_1	promoter	4	13	15
FP010401_PEX3_1	promoter	4	5	1
FP010337_SLC18B1_2	promoter	4	6	17
FP010314_TMEM200A_5	promoter	4	6	11
FP010023_LCA5_1	promoter	4	14	21
FP009934_HMGCLL1_1	promoter	4	7	2
FP009827_MAD2L1BP_1	promoter	4	5	2
FP009695_TMEM217_2	promoter	4	3	9
FP009543_EGFL8_6	promoter	4	8	17
FP009137_FARS2_2	promoter	4	7	13
FP009067_RNF130_1	promoter	4	14	4
FP009025_DOK3_2	promoter	4	15	15
FP008847_LARP1_3	promoter	4	7	7
FP008652_PCDHGB4_1	promoter	4	4	1
FP008557_NRG2_2	promoter	4	4	4
FP008442_SEPT8_3	promoter	4	13	7
FP008302_APC_3	promoter	4	17	8
FP008289_CAMK4_1	promoter	4	6	6
FP008008_ERCC8_1	promoter	4	12	35
FP007984_IL6ST_1	promoter	4	6	6
FP007943_EMB_3	promoter	4	8	14
FP007847_BRIX1_1	promoter	4	4	5
FP007747_SLC12A7_1	promoter	4	2	4
FP007731_AHRR_3	promoter	4	5	4
FP007712_FAT1_1	promoter	4	2	8
FP007130_MAPK10_2	promoter	4	14	8
FP007059_SHROOM3_2	promoter	4	10	11
FP007036_RCHY1_2	promoter	4	12	2
FP006806_RBM47_2	promoter	4	3	8
FP006795_UGDH_1	promoter	4	12	5
FP006625_HTT_3	promoter	4	16	17
FP006408_VPS8_1	promoter	4	9	11
FP006335_ZNF639_1	promoter	4	15	5
FP006218_RSRC1_2	promoter	4	4	2
FP005959_SEC61A1_1	promoter	4	7	10
FP005844_COX17_1	promoter	4	3	5
FP005807_ATP6V1A_1	promoter	4	7	4
FP005787_SLC35A5_2	promoter	4	9	10
FP005719_FILIP1L_3	promoter	4	4	6
FP005545_WNT5A_3	promoter	4	10	18
FP005537_CHDH_1	promoter	4	1	3
FP005479_WDR82_1	promoter	4	3	6
FP005436_HEMK1_2	promoter	4	12	18
FP005323_UCN2_2	promoter	4	7	5
FP005291_KLHL18_2	promoter	4	14	7
FP005275_ALS2CL_2	promoter	4	8	12
FP004778_LRRFIP1_1	promoter	4	11	7
FP004770_COL6A3_2	promoter	4	5	3
FP004376_HSPD1_1	promoter	4	4	7
FP004320_WDR75_1	promoter	4	14	5
FP004277_ITGA4_4	promoter	4	7	12
FP004221_HOXD8_2	promoter	4	1	10
FP004069_CCDC148_1	promoter	4	6	5
FP003958_POTEE_4	promoter	4	1	4
FP003781_TGFBRAP1_1	promoter	4	10	11
FP003662_EIF2AK3_2	promoter	4	18	11
FP003580_LRRTM4_1	promoter	4	24	24
FP003577_MRPL19_1	promoter	4	6	9
FP003535_INO80B_1	promoter	4	2	2
FP003378_B3GNT2_6	promoter	4	5	10
FP003362_PEX13_1	promoter	4	19	18
FP003354_VRK2_1	promoter	4	7	3
FP003263_ABCG8_1	promoter	4	10	17
FP003147_MRPL33_1	promoter	4	8	2
FP003001_NBAS_1	promoter	4	12	19
FP002711_WDR26_1	promoter	4	1	3
FP002650_PROX1_2	promoter	4	6	4
FP002614_RCOR3_1	promoter	4	9	11
FP002509_PPP1R15B_2	promoter	4	11	9
FP002445_LMOD1_1	promoter	4	6	3
FP002332_LAMC1_1	promoter	4	7	23
FP002254_RABGAP1L_3	promoter	4	6	8
FP002181_MPC2_3	promoter	4	8	6
FP002175_DCAF6_2	promoter	4	5	13
FP002037_CFAP45_1	promoter	4	4	11
FP001973_RRNAD1_1	promoter	4	12	17
FP001889_MTX1_2	promoter	4	5	1
FP001830_UBAP2L_3	promoter	4	3	4
FP001681_GABPB2_1	promoter	4	5	4
FP001515_HIPK1_1	promoter	4	1	1
FP001493_RHOC_3	promoter	4	36	50
FP001445_KCNA2_1	promoter	4	1	4
FP001390_STXBP3_1	promoter	4	2	19
FP001167_TTLL7_1	promoter	4	13	8
FP001121_LHX8_1	promoter	4	9	11
FP001031_USP1_2	promoter	4	3	6
FP000907_SPATA6_1	promoter	4	61	33
FP000828_PLK3_1	promoter	4	5	6
FP000816_ERI3_1	promoter	4	9	29
FP000665_ZC3H12A_2	promoter	4	2	13
FP000653_MAP7D1_2	promoter	4	14	27
FP000571_CCDC28B_3	promoter	4	7	8
FP000516_RPA2_1	promoter	4	7	13
FP000378_LDLRAD2_1	promoter	4	6	1
FP000313_ARHGEF10L_4	promoter	4	5	8
FP000215_MAD2L2_3	promoter	4	9	7
FP000122_HES2_1	promoter	4	5	3
FP029566_IKBKG_1	promoter	3	13	18
FP028772_TIMP1_2	promoter	3	4	4
FP028722_MED14_4	promoter	3	3	1
FP028609_NHS_1	promoter	3	7	1
FP028568_GPM6B_2	promoter	3	5	6
FP028329_SREBF2_2	promoter	3	1	1
FP028318_PMM1_1	promoter	3	11	15
FP028308_TEF_1	promoter	3	6	10
FP028253_APOBEC3H_1	promoter	3	7	7
FP028252_APOBEC3H_2	promoter	3	2	9
FP028231_NPTXR_2	promoter	3	4	2
FP027963_ASPHD2_1	promoter	3	9	5
FP027919_CABIN1_1	promoter	3	2	6
FP027730_MCM3AP_2	promoter	3	10	8
FP027552_RCAN1_3	promoter	3	18	17
FP027472_RWDD2B_1	promoter	3	6	3
FP027425_LKAAEAR1_1	promoter	3	8	7
FP027424_OPRL1_1	promoter	3	2	2
FP027385_GMEB2_2	promoter	3	1	4
FP027302_NPEPL1_3	promoter	3	6	3
FP027228_PARD6B_3	promoter	3	3	4
FP027197_B4GALT5_2	promoter	3	11	5
FP027184_PREX1_2	promoter	3	1	3
FP027026_CTNNBL1_1	promoter	3	13	14
FP026916_MAPRE1_1	promoter	3	9	10
FP026834_CFAP61_1	promoter	3	11	17
FP026744_TRMT6_1	promoter	3	1	4
FP026700_ATRN_1	promoter	3	4	11
FP026673_PCED1A_1	promoter	3	5	4
FP026618_SRXN1_3	promoter	3	1	4
FP026454_ZNF628_1	promoter	3	2	11
FP026427_TNNI3_1	promoter	3	6	2
FP026292_ZNF577_2	promoter	3	6	2
FP026104_RUVBL2_2	promoter	3	7	7
FP025973_DMPK_2	promoter	3	5	10
FP025945_ERCC2_1	promoter	3	2	10
FP025722_C19orf47_1	promoter	3	3	7
FP025639_SPINT2_1	promoter	3	16	11
FP025590_ZNF382_1	promoter	3	4	27
FP025472_ZNF599_1	promoter	3	7	4
FP025383_ZNF101_1	promoter	3	7	7
FP025170_DNAJB1_2	promoter	3	4	3
FP025121_FARSA_1	promoter	3	4	1
FP025085_ZNF709_1	promoter	3	10	1
FP025054_ZNF653_1	promoter	3	13	18
FP024977_ICAM4_2	promoter	3	2	6
FP024962_ANGPTL6_1	promoter	3	3	3
FP024896_PCP2_3	promoter	3	11	3
FP024812_PLIN3_1	promoter	3	6	5
FP024793_CHAF1A_1	promoter	3	4	1
FP024667_REEP6_1	promoter	3	2	1
FP024577_RBFA_1	promoter	3	1	2
FP024557_ZNF236_3	promoter	3	5	9
FP024532_SOCS6_2	promoter	3	1	1
FP024465_MALT1_1	promoter	3	3	4
FP024425_MEX3C_1	promoter	3	6	5
FP024415_MRO_2	promoter	3	5	2
FP024394_DYM_1	promoter	3	1	1
FP024332_MAPRE2_1	promoter	3	3	2
FP024191_RAB12_4	promoter	3	6	3
FP024077_P4HB_2	promoter	3	6	11
FP024059_CCDC137_2	promoter	3	1	7
FP024055_TSPAN10_2	promoter	3	3	1
FP024050_FSCN2_1	promoter	3	1	3
FP024032_RNF213_3	promoter	3	7	12
FP024031_RNF213_2	promoter	3	5	6
FP023995_SYNGR2_1	promoter	3	4	6
FP023962_ST6GALNAC2_3	promoter	3	2	7
FP023926_ACOX1_1	promoter	3	9	18
FP023897_TSEN54_1	promoter	3	16	26
FP023879_SLC16A5_4	promoter	3	9	4
FP023858_SLC9A3R1_1	promoter	3	4	2
FP023840_TTYH2_1	promoter	3	2	6
FP023715_CYB561_4	promoter	3	4	5
FP023709_MRC2_2	promoter	3	16	6
FP023582_ANKRD40_1	promoter	3	4	8
FP023577_CACNA1G_1	promoter	3	15	23
FP023312_WNK4_2	promoter	3	6	6
FP023205_CDC6_1	promoter	3	5	8
FP023197_NR1D1_3	promoter	3	8	9
FP023107_PIGW_1	promoter	3	5	1
FP022973_DHRS13_1	promoter	3	4	17
FP022946_SGK494_1	promoter	3	3	2
FP022752_SCO1_1	promoter	3	6	9
FP022654_SHBG_1	promoter	3	8	9
FP022553_C17orf49_2	promoter	3	3	2
FP022539_TXNDC17_1	promoter	3	5	6
FP022506_ZNF232_2	promoter	3	3	1
FP022451_SPNS2_1	promoter	3	2	4
FP022436_NCBP3_1	promoter	3	9	6
FP022414_RAP1GAP2_2	promoter	3	2	13
FP022175_TMEM170A_2	promoter	3	12	3
FP022155_PSMD7_1	promoter	3	9	2
FP022030_PARD6A_1	promoter	3	1	2
FP021937_CCDC113_1	promoter	3	6	16
FP021569_LCMT1_2	promoter	3	10	16
FP021529_NPIPB3_1	promoter	3	5	5
FP021375_EEF2KMT_1	promoter	3	3	6
FP021225_RPL3L_1	promoter	3	12	4
FP021208_MAPK8IP3_1	promoter	3	1	2
FP021023_UNC45A_2	promoter	3	8	8
FP020982_KIF7_1	promoter	3	5	2
FP020857_ACSBG1_1	promoter	3	10	10
FP020840_RCN2_2	promoter	3	4	5
FP020763_NPTN_3	promoter	3	1	3
FP020642_PIF1_1	promoter	3	3	3
FP020621_DAPK2_1	promoter	3	9	8
FP020613_APH1B_2	promoter	3	53	15
FP020610_RPS27L_1	promoter	3	7	6
FP020494_DMXL2_3	promoter	3	2	4
FP020477_SLC27A2_1	promoter	3	12	5
FP020334_NUSAP1_1	promoter	3	8	6
FP020323_CHAC1_2	promoter	3	10	4
FP020238_NOP10_1	promoter	3	7	9
FP020193_TJP1_2	promoter	3	1	2
FP020128_CEP170B_2	promoter	3	1	9
FP020103_BAG5_1	promoter	3	4	2
FP019919_TDP1_2	promoter	3	8	12
FP019831_ZC2HC1C_1	promoter	3	2	3
FP019672_AKAP5_2	promoter	3	5	1
FP019377_TM9SF1_2	promoter	3	6	5
FP019369_IRF9_4	promoter	3	4	2
FP019353_NRL_1	promoter	3	7	5
FP019299_C14orf119_1	promoter	3	3	6
FP019287_AJUBA_2	promoter	3	1	1
FP019264_SALL2_2	promoter	3	35	24
FP019209_RASA3_1	promoter	3	2	12
FP019066_SLITRK5_1	promoter	3	1	5
FP019059_RNF219_1	promoter	3	3	5
FP019044_UCHL3_2	promoter	3	4	3
FP019040_TBC1D4_1	promoter	3	8	15
FP018938_LRCH1_2	promoter	3	11	17
FP018818_KATNAL1_4	promoter	3	16	16
FP018642_SNRNP35_1	promoter	3	2	2
FP018528_HSPB8_2	promoter	3	1	2
FP018432_ANKRD13A_2	promoter	3	3	11
FP018305_IKBIP_1	promoter	3	4	20
FP018272_VEZT_1	promoter	3	14	21
FP018267_TMCC3_4	promoter	3	6	4
FP018216_ALX1_2	promoter	3	6	7
FP018209_TMTC2_3	promoter	3	6	9
FP018193_PAWR_2	promoter	3	3	2
FP018134_CCT2_1	promoter	3	14	8
FP018083_TBK1_2	promoter	3	3	7
FP018046_MARCH9_1	promoter	3	6	2
FP017820_ATF7_2	promoter	3	3	3
FP017811_MAP3K12_2	promoter	3	11	7
FP017570_GXYLT1_1	promoter	3	8	4
FP017519_CAPRIN2_1	promoter	3	4	11
FP017495_STK38L_1	promoter	3	5	7
FP017473_CASC1_1	promoter	3	6	6
FP017087_JAM3_2	promoter	3	4	3
FP017041_ST3GAL4_2	promoter	3	3	2
FP016906_PHLDB1_4	promoter	3	7	6
FP016886_SCN4B_1	promoter	3	2	6
FP016758_KDELC2_2	promoter	3	8	14
FP016624_PRSS23_3	promoter	3	3	4
FP016593_PCF11_1	promoter	3	6	16
FP016476_STARD10_1	promoter	3	1	4
FP016416_IGHMBP2_2	promoter	3	5	5
FP016309_KLC2_1	promoter	3	8	6
FP016263_KCNK7_1	promoter	3	2	3
FP016201_RASGRP2_4	promoter	3	4	12
FP016144_NAA40_1	promoter	3	8	2
FP016100_HNRNPUL2_1	promoter	3	4	3
FP016072_MTA2_1	promoter	3	10	2
FP015964_OSBP_1	promoter	3	8	12
FP015812_TP53I11_2	promoter	3	10	8
FP015789_RAG1_3	promoter	3	3	12
FP015704_ARL14EP_1	promoter	3	2	7
FP015671_ANO5_3	promoter	3	8	6
FP015598_SPON1_1	promoter	3	13	11
FP015584_DKK3_3	promoter	3	10	3
FP015562_AMPD3_5	promoter	3	7	1
FP015480_TRIM5_3	promoter	3	5	13
FP015428_SLC22A18_2	promoter	3	4	12
FP015165_WDR11_1	promoter	3	3	2
FP015112_FAM160B1_1	promoter	3	6	6
FP015103_DCLRE1A_2	promoter	3	3	6
FP014855_TBC1D12_1	promoter	3	21	18
FP014649_ANAPC16_1	promoter	3	13	38
FP014570_ZNF365_2	promoter	3	4	11
FP014478_PTPN20_1	promoter	3	2	5
FP014399_ZEB1_3	promoter	3	12	11
FP014383_BAMBI_1	promoter	3	2	2
FP014215_SFMBT2_1	promoter	3	1	2
FP014162_ZMYND11_3	promoter	3	2	6
FP014105_MAMDC4_3	promoter	3	3	6
FP013855_ST6GALNAC6_5	promoter	3	6	1
FP013854_AK1_1	promoter	3	8	8
FP013790_RABGAP1_1	promoter	3	13	8
